Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,point.x,point.y,point.z
1403636581.4845018,53,1403636581,467881202,,4.765970971784051,-1.829827464039828,1.197027798831981
1403636581.5529358,54,1403636581,520881175,,4.769290511884406,-1.830663007145498,1.203731270542243
1403636582.065117,55,1403636582,17881393,,4.7800541494134,-1.82419315705452,0.955955706672121
1403636582.1894705,56,1403636582,120881319,,4.781495062064429,-1.825434145714553,0.891417545922822
1403636582.2301383,57,1403636582,217881202,,4.777541174042147,-1.826386497363647,0.839981387410643
1403636582.2741587,58,1403636582,270881175,,4.777425759958157,-1.827758795863318,0.819805124587948
1403636582.3370442,59,1403636582,319881200,,4.7763605808615,-1.82858460618606,0.807076069818075
1403636582.4064429,60,1403636582,368881225,,4.778047866917014,-1.830664144757201,0.801867315518171
1403636583.0228524,61,1403636582,968881368,,4.768293472464709,-1.828484513004314,1.117625960630289
1403636583.0669076,62,1403636583,19881248,,4.766533803761446,-1.825502397928043,1.149717970884251
1403636583.1095817,63,1403636583,66881179,,4.768076354258058,-1.823648231075766,1.176697505798455
1403636583.1542435,64,1403636583,118881225,,4.77014996026304,-1.82249657533971,1.201763548028111
1403636583.1988196,65,1403636583,169881343,,4.772553413044695,-1.821958309672084,1.220352797183267
1403636583.2555485,66,1403636583,221881389,,4.774469420124882,-1.821464141930528,1.231775813165429
1403636583.2998402,67,1403636583,268881320,,4.775819657642344,-1.821235492271778,1.235203194452021
1403636583.843849,68,1403636583,819881200,,4.775241209013654,-1.813083491836566,0.942865906720176
1403636583.9569333,69,1403636583,918881177,,4.77505607564106,-1.81132635349407,0.883372285712628
1403636584.0026271,70,1403636583,967881202,,4.774128276513356,-1.810715845112917,0.85821992716545
1403636584.0467963,71,1403636584,18881320,,4.774876657750196,-1.811435231880601,0.834180686566646
1403636584.089777,72,1403636584,70881366,,4.774996634105668,-1.81227255862803,0.814401233279924
1403636584.137127,73,1403636584,118881225,,4.775639849194107,-1.813459721648194,0.799624030963688
1403636584.1866891,74,1403636584,168881177,,4.777834235088303,-1.815385988061194,0.790184510168919
1403636584.2527988,75,1403636584,219881296,,4.778958460016601,-1.816950064577972,0.787218393300805
1403636584.9287324,76,1403636584,866881370,,4.755413138720287,-1.811984012474137,1.14715474509803
1403636584.9721262,77,1403636584,966881275,,4.756524272207972,-1.813495476958571,1.203267924478227
1403636585.059748,78,1403636585,20881175,,4.758581468543909,-1.814599783419771,1.226745057154239
1403636585.1046255,79,1403636585,68881273,,4.760190846445833,-1.815590392837239,1.243184504808029
1403636585.1486368,80,1403636585,119881391,,4.761406292204544,-1.816520796367614,1.252603051362976
1403636585.1923778,81,1403636585,170881271,,4.761352881070118,-1.816925603728179,1.254555468985013
1403636585.753052,82,1403636585,667881250,,4.760862409454133,-1.808330248934501,1.043443266951815
1403636585.7968657,83,1403636585,767881393,,4.763187402041441,-1.805150778464306,1.001054257430079
1403636585.8408356,84,1403636585,818881273,,4.767148620684902,-1.804410645421119,0.985146862839568
1403636585.8835208,85,1403636585,867881298,,4.772223424932927,-1.804655284894829,0.973412054211754
1403636585.9275205,86,1403636585,916881322,,4.774765481852003,-1.804123753983758,0.965464406466657
1403636585.972483,87,1403636585,967881202,,4.778502189393915,-1.804249485157304,0.960879894094719
1403636586.0222,88,1403636586,18881320,,4.78250335228512,-1.804492466330683,0.959052570476877
1403636586.1037786,89,1403636586,68881273,,4.786520404135235,-1.805347370861927,0.959411052432813
1403636586.1487067,90,1403636586,120881319,,4.787684976874025,-1.80557011453385,0.960953023998948
1403636586.1928387,91,1403636586,169881343,,4.787709407582436,-1.806135077613918,0.963066838338099
1403636586.253324,92,1403636586,219881296,,4.787107775655029,-1.808328099963981,0.965087736949384
1403636586.2973797,93,1403636586,268881320,,4.786110852655585,-1.809202650805637,0.968754523954005
1403636586.341421,94,1403636586,319881200,,4.784721827152162,-1.811128502441659,0.972500004790262
1403636586.3899357,95,1403636586,368881225,,4.784329760397688,-1.813105919771828,0.9757468980094
1403636586.504902,96,1403636586,467881202,,4.786995185561154,-1.816058011822302,0.980881289549893
1403636586.5444074,97,1403636586,518881320,,4.789130292275974,-1.816665795596255,0.982874213526961
1403636586.588421,98,1403636586,567881345,,4.792314299467057,-1.817239853043277,0.984515925073045
1403636586.6368976,99,1403636586,617881298,,4.79468544655672,-1.81708787362961,0.986042030803779
1403636586.6861098,100,1403636586,666881322,,4.798312791868765,-1.816528111468376,0.987830253553796
1403636586.7523143,101,1403636586,718881368,,4.801391146489253,-1.814704040192773,0.990079431619152
1403636586.840694,102,1403636586,766881227,,4.804834408425071,-1.811916117511608,0.992368464900588
1403636586.8870082,103,1403636586,817881345,,4.807744919948881,-1.807767375912281,0.994974475973922
1403636586.9374628,104,1403636586,866881370,,4.810505257174934,-1.803764982257232,0.996731344619368
1403636587.0040295,105,1403636586,967881202,,4.813146429758145,-1.794360880897209,0.998626545757257
1403636587.0478325,106,1403636587,19881248,,4.813262885515732,-1.791076445634722,0.998293889321022
1403636587.0922291,107,1403636587,69881200,,4.812756137435082,-1.789397021358238,0.997724459988503
1403636587.1900787,108,1403636587,121881246,,4.809345990916135,-1.786991552953824,0.997567157533579
1403636587.2557592,109,1403636587,221881389,,4.805277848568526,-1.783524783292533,0.997602203045938
1403636587.2996204,110,1403636587,269881248,,4.803009659562267,-1.781038829128778,0.997838590392758
1403636587.3434227,111,1403636587,321881294,,4.801216393578065,-1.777153018114995,0.997664198630407
1403636587.390573,112,1403636587,369881391,,4.799906205741375,-1.771927040685418,0.997395058228165
1403636587.4387991,113,1403636587,420881271,,4.799307727557726,-1.764657314358535,0.996781922451442
1403636587.5895088,114,1403636587,521881341,,4.796032815535281,-1.744202965955503,0.996254301531713
1403636587.63708,115,1403636587,566881179,,4.796795300321266,-1.733146404463727,0.995884282615918
1403636587.6877723,116,1403636587,621881246,,4.79972392512254,-1.718901830107525,0.995317721434075
1403636587.7538688,117,1403636587,718881368,,4.805342907770228,-1.687948167673975,0.995043605894493
1403636587.8403506,118,1403636587,817881345,,4.814229965058695,-1.653417089580491,0.99584526974613
1403636587.9365966,119,1403636587,869881391,,4.816860440459041,-1.633613026005887,0.996980540911592
1403636588.0023868,120,1403636587,967881202,,4.826636133259694,-1.598467823368667,0.998095587535684
1403636588.0473785,121,1403636588,18881320,,4.831445675700204,-1.580470155803521,0.997552836983212
1403636588.0902128,122,1403636588,68881273,,4.83583926530777,-1.563321888668966,0.9963391466107
1403636588.137334,123,1403636588,117881298,,4.839687366099423,-1.547539961723016,0.994704195361742
1403636588.1913314,124,1403636588,167881250,,4.8432488178833,-1.532383079964062,0.992743484309291
1403636588.2895777,125,1403636588,221881389,,4.845602381560561,-1.517505307968899,0.990623333411496
1403636588.3400075,126,1403636588,270881175,,4.848977459412119,-1.505771939097331,0.9879278717022
1403636588.3903966,127,1403636588,320881366,,4.851911224378118,-1.495452079649219,0.985480848797768
1403636588.439705,128,1403636588,422881364,,4.856001396528158,-1.480648153616123,0.981269908813563
1403636588.5037067,129,1403636588,470881223,,4.858061526937475,-1.476789811693003,0.979724219000156
1403636588.589711,130,1403636588,567881345,,4.860416496610672,-1.475236479925592,0.97769122149474
1403636588.6866667,131,1403636588,621881246,,4.860709196762318,-1.477604468202317,0.977331655677842
1403636588.7526026,132,1403636588,718881368,,4.858784634886074,-1.488222802251352,0.979796947948863
1403636588.796868,133,1403636588,767881393,,4.857488031596243,-1.49656827473142,0.981813478468786
1403636588.8404374,134,1403636588,818881273,,4.855519505477457,-1.506967636382735,0.983645353329489
1403636588.8866403,135,1403636588,867881298,,4.854063990286394,-1.518797417106806,0.984825044622527
1403636588.9364626,136,1403636588,918881177,,4.850988643724039,-1.532164204766172,0.985514353379887
1403636589.0026643,137,1403636588,968881368,,4.848431013742473,-1.546915814097097,0.985667004545828
1403636589.0905297,138,1403636589,19881248,,4.845215465241413,-1.563572283329362,0.985836718474086
1403636589.1354764,139,1403636589,69881200,,4.840664841260764,-1.581119734729743,0.986682602759106
1403636589.1865513,140,1403636589,167881250,,4.832473924133003,-1.619688639268239,0.989866132814322
1403636589.25211,141,1403636589,218881368,,4.828452198160028,-1.641806174445572,0.992362197309153
1403636589.2959383,142,1403636589,268881320,,4.824271293608224,-1.664163069062802,0.995121546672124
1403636589.3398192,143,1403636589,316881179,,4.819337441198714,-1.685389990443717,0.998105096810572
1403636589.4368582,144,1403636589,366881370,,4.814925952839772,-1.707776064409816,1.000770119472344
1403636589.5027642,145,1403636589,467881202,,4.802821610269177,-1.754400577609941,1.004715949936838
1403636589.5475366,146,1403636589,517881393,,4.79549987144307,-1.777433458972395,1.00552069684236
1403636589.5903091,147,1403636589,568881273,,4.788929235309902,-1.80089882595934,1.005960015161562
1403636589.6375432,148,1403636589,619881391,,4.782259860910881,-1.824274382510865,1.006306047468711
1403636589.6871061,149,1403636589,667881250,,4.77571126122268,-1.846916886795816,1.006266374339176
1403636589.752294,150,1403636589,716881275,,4.772831399203581,-1.870777870749762,1.005702557871077
1403636589.7962623,151,1403636589,768881320,,4.76593906224801,-1.89365563197776,1.005472565254832
1403636589.843651,152,1403636589,819881200,,4.759868323395161,-1.916851488052265,1.005105750670181
1403636589.8885162,153,1403636589,868881225,,4.754411874897593,-1.938175137971018,1.004448306141542
1403636589.935827,154,1403636589,919881343,,4.748329339110414,-1.960591731749908,1.003076065697735
1403636590.005358,155,1403636589,967881202,,4.742652396421689,-1.98150137436984,1.00063878066434
1403636590.049381,156,1403636590,19881248,,4.737648565397932,-1.998249928281027,0.999195455922448
1403636590.1389117,157,1403636590,70881366,,4.733793330883795,-2.014529005978757,0.997007246396014
1403636590.187712,158,1403636590,119881391,,4.729451095132783,-2.029204912011868,0.994600442265157
1403636590.2538464,159,1403636590,219881296,,4.724209930817305,-2.053576699457016,0.99284197695539
1403636590.2972183,160,1403636590,268881320,,4.722604706894664,-2.062331724223343,0.993001531916158
1403636590.3411524,161,1403636590,319881200,,4.722170428081496,-2.06846537044128,0.993513004355484
1403636590.390974,162,1403636590,367881298,,4.722102874502555,-2.071332019343174,0.994370561225926
1403636590.5067654,163,1403636590,419881343,,4.72414158666413,-2.071910550993822,0.995287438377072
1403636590.5890188,164,1403636590,569881200,,4.73438386313847,-2.056765637429882,0.998507636850456
1403636590.6394017,165,1403636590,619881391,,4.738453022912648,-2.045260882563243,1.000230554628701
1403636590.6908035,166,1403636590,671881198,,4.744208565389049,-2.032310109123585,1.002004690993594
1403636590.8004704,167,1403636590,720881223,,4.751585651899544,-2.018000212796482,1.00373499666065
1403636590.8441155,168,1403636590,768881320,,4.757592782396086,-2.001623662138521,1.00541710763551
1403636590.891442,169,1403636590,866881370,,4.770648423383949,-1.965464995096666,1.007128052072124
1403636590.9366322,170,1403636590,921881198,,4.777953801058519,-1.944799186796538,1.006431385683424
1403636591.003654,171,1403636590,966881275,,4.784082486727291,-1.924219598055759,1.006132341250589
1403636591.0476131,172,1403636591,17881393,,4.790061027306862,-1.900840826681699,1.005006207047041
1403636591.0914679,173,1403636591,67881345,,4.796795155446656,-1.87798084956425,1.003876321302052
1403636591.1898675,174,1403636591,119881391,,4.800620811930807,-1.853993024117942,1.002790591917886
1403636591.255005,175,1403636591,220881223,,4.813626534654364,-1.807807670982435,1.000047099612413
1403636591.2987688,176,1403636591,267881393,,4.818306081921672,-1.786384772766297,0.999111168570604
1403636591.343812,177,1403636591,320881366,,4.824216131023715,-1.764235528435775,0.998106994180032
1403636591.3899667,178,1403636591,368881225,,4.828212843842238,-1.744095727129962,0.996991568362607
1403636591.4386678,179,1403636591,419881343,,4.832692111409098,-1.725078706778174,0.994937369699997
1403636591.5056138,180,1403636591,470881223,,4.833432472959984,-1.707310333508779,0.992670933836296
1403636591.589851,181,1403636591,521881341,,4.837185729032693,-1.692680101165001,0.989580827848775
1403636591.6393104,182,1403636591,619881391,,4.840173286424204,-1.669444112749103,0.981779243365323
1403636591.6976466,183,1403636591,666881322,,4.840689777421466,-1.660533632047474,0.977847167510559
1403636591.7490396,184,1403636591,718881368,,4.8418186214916,-1.652756101724651,0.973506542039439
1403636591.7943182,185,1403636591,767881393,,4.841418510976189,-1.646399950262759,0.969461720018879
1403636591.839282,186,1403636591,818881273,,4.841396499502592,-1.642174503656897,0.965866773162758
1403636591.9395723,187,1403636591,868881225,,4.840919286995301,-1.639616433198386,0.963311558533686
1403636592.0062253,188,1403636591,968881368,,4.840673585556411,-1.636542138823969,0.961290669457883
1403636592.0501049,189,1403636592,20881175,,4.840253128808527,-1.634590268938781,0.961123786320252
1403636592.0939422,190,1403636592,66881179,,4.838109832685741,-1.631581782806864,0.96135058962011
1403636592.1388097,191,1403636592,117881298,,4.836400949282284,-1.62722064473863,0.961398413373997
1403636592.187956,192,1403636592,166881322,,4.833219834376267,-1.620886696236949,0.961355253924476
1403636592.2538457,193,1403636592,217881202,,4.829452735291508,-1.612934095344237,0.960762329058467
1403636592.3415432,194,1403636592,267881393,,4.815489577998291,-1.600808616880385,0.96090687059761
1403636592.38799,195,1403636592,318881273,,4.809172470198041,-1.590769025243997,0.959919511991871
1403636592.4384341,196,1403636592,368881225,,4.800908019035084,-1.580264644272242,0.959197556550373
1403636592.5032558,197,1403636592,469881296,,4.782662051725267,-1.561156386594892,0.957729210592869
1403636592.5470572,198,1403636592,518881320,,4.7724153855759,-1.553437126015554,0.95713092591629
1403636592.5909963,199,1403636592,569881200,,4.760628316781887,-1.547311387046201,0.95687604772017
1403636592.690109,200,1403636592,619881391,,4.733853720294372,-1.539200016890014,0.958665393513151
1403636592.7564688,201,1403636592,721881389,,4.703509765368627,-1.538336228886297,0.959174860778651
1403636592.7992923,202,1403636592,770881175,,4.687523949679305,-1.541785101366545,0.958891290426008
1403636592.8439925,203,1403636592,820881366,,4.671667299331834,-1.547814359795916,0.958081289286526
1403636592.889998,204,1403636592,869881391,,4.656223815523842,-1.55570391212479,0.957265366060192
1403636592.9391549,205,1403636592,920881271,,4.638738076296525,-1.566447143366322,0.956586705863481
1403636593.0485537,206,1403636592,967881202,,4.613553223042102,-1.575121535243532,0.95722465443654
1403636593.0924325,207,1403636593,21881341,,4.599564331974596,-1.593548959295975,0.955507417958562
1403636593.136361,208,1403636593,67881345,,4.588250083803508,-1.613203037319773,0.953895566307294
1403636593.1898289,209,1403636593,167881250,,4.569975940608871,-1.660843504504328,0.952437867568387
1403636593.2565787,210,1403636593,218881368,,4.56453247029366,-1.69023087798084,0.952254237734053
1403636593.300008,211,1403636593,268881320,,4.560683772955559,-1.720843934570305,0.952874822242809
1403636593.3874724,212,1403636593,319881200,,4.572743659989784,-1.756913269539052,0.952475578901077
1403636593.439502,213,1403636593,418881177,,4.583096596903811,-1.81705890567429,0.955384861864111
1403636593.50441,214,1403636593,467881202,,4.590840937068326,-1.844269805007984,0.956983164973246
1403636593.5495694,215,1403636593,517881393,,4.603571855222826,-1.869408181332758,0.957836260879693
1403636593.592219,216,1403636593,566881179,,4.618448741478309,-1.891513441025566,0.957768287688637
1403636593.6377618,217,1403636593,618881225,,4.634137305113537,-1.908787979665379,0.957324755820953
1403636593.6876225,218,1403636593,667881250,,4.652434882090235,-1.922026561178184,0.955796954527249
1403636593.7985396,219,1403636593,716881275,,4.690647571002575,-1.938965306953373,0.951542841751267
1403636593.8425903,220,1403636593,769881248,,4.707508987278612,-1.942228207723236,0.949054481512663
1403636593.9820006,221,1403636593,917881250,,4.799396298945245,-1.945434253528016,0.937554085940207
1403636594.0271866,222,1403636594,19881248,,4.823236754528072,-1.915380570274433,0.936357686815526
1403636594.0764635,223,1403636594,68881273,,4.843818526382191,-1.901495575815939,0.936008363634842
1403636594.1270196,224,1403636594,118881225,,4.86434288435529,-1.88490425226802,0.936162703421185
1403636594.180817,225,1403636594,167881250,,4.882333626495022,-1.866388734443382,0.936915828096766
1403636594.2334313,226,1403636594,219881296,,4.900656625051133,-1.846634573956367,0.937503928280039
1403636594.3025405,227,1403636594,267881393,,4.914924390204665,-1.825864847349493,0.937972688662072
1403636594.3463848,228,1403636594,316881179,,4.922186936566225,-1.800406007179411,0.938160121710365
1403636594.3912828,229,1403636594,368881225,,4.926910791393996,-1.772493752675966,0.937702057799952
1403636594.4393222,230,1403636594,418881177,,4.92824962998208,-1.744505963169092,0.936775113110559
1403636594.5040169,231,1403636594,469881296,,4.926577684155487,-1.715519911786817,0.935702215162633
1403636594.5487773,232,1403636594,521881341,,4.922956492897646,-1.685601398544889,0.934670709173475
1403636594.5927758,233,1403636594,568881273,,4.915828210651338,-1.656140238500791,0.933480905689771
1403636594.6896331,234,1403636594,619881391,,4.890305765068829,-1.621695461471492,0.934247902982396
1403636594.7566662,235,1403636594,719881296,,4.865325512289487,-1.571034158689371,0.931886841529346
1403636594.800555,236,1403636594,768881320,,4.850226409627133,-1.551930765916052,0.931018633545452
1403636594.8440254,237,1403636594,819881200,,4.833398211792668,-1.538125842101069,0.930098559755845
1403636594.8873558,238,1403636594,866881370,,4.81547140292504,-1.531062163265204,0.929174124499149
1403636594.936888,239,1403636594,918881177,,4.795482982489397,-1.53010665723452,0.927288650871514
1403636595.2064772,240,1403636595,68881273,,4.708856180792481,-1.557400728769815,0.923179521813859
1403636595.252568,241,1403636595,218881368,,4.660969044457252,-1.645546947358896,0.917280629133615
1403636595.3603468,242,1403636595,318881273,,4.632231665342636,-1.711967771389231,0.913643777446837
1403636595.408416,243,1403636595,368881225,,4.623215944707109,-1.744540479782101,0.913043004905794
1403636595.453305,244,1403636595,420881271,,4.620507334142994,-1.776616357505668,0.911557509603055
1403636595.5034223,245,1403636595,466881275,,4.619835912688102,-1.803211695474301,0.910867932778288
1403636595.5461829,246,1403636595,520881175,,4.620925364854168,-1.827888711445463,0.910603270412842
1403636595.5908737,247,1403636595,570881366,,4.627599131986083,-1.846462551840225,0.910341284410171
1403636595.6387157,248,1403636595,620881319,,4.636550020000264,-1.859326585195272,0.910322241546548
1403636595.6904633,249,1403636595,667881250,,4.648089712417589,-1.865627945268289,0.910033971510322
1403636595.9937294,250,1403636595,866881370,,4.764167755220122,-1.856421790669926,0.900111080849549
1403636596.0478482,251,1403636596,19881248,,4.799868548224166,-1.789667585008244,0.895947920303581
1403636596.1172607,252,1403636596,69881200,,4.828496788179766,-1.771949225153182,0.892194659971145
1403636596.1668851,253,1403636596,121881246,,4.850063345247233,-1.753251074745075,0.890227458240935
1403636596.2107365,254,1403636596,169881343,,4.871037592586501,-1.738952023758347,0.88853773782596
1403636596.256741,255,1403636596,219881296,,4.889885725230406,-1.72769326137149,0.887654686025104
1403636596.2996705,256,1403636596,270881175,,4.907828053481842,-1.722044365080969,0.887177562262752
1403636596.343589,257,1403636596,319881200,,4.922842237586156,-1.722084093980569,0.887911156640581
1403636596.389599,258,1403636596,369881391,,4.93767229902085,-1.729070024313601,0.889585586450266
1403636596.4396894,259,1403636596,420881271,,4.948643132741448,-1.741745815070552,0.893512540443115
1403636596.6850116,260,1403636596,667881250,,5.005972065928467,-1.856150536030383,0.922506367868328
1403636596.7612715,261,1403636596,718881368,,5.026281260659779,-1.883482923545096,0.926367350461611
1403636596.8050094,262,1403636596,768881320,,5.029540335105941,-1.90175470965879,0.930467365705875
1403636596.850059,263,1403636596,820881366,,5.03244477523682,-1.917660067616398,0.93345507791544
1403636596.893736,264,1403636596,869881391,,5.033766875413037,-1.928642341749593,0.934667761287953
1403636596.9386413,265,1403636596,920881271,,5.032350008983815,-1.935209897888054,0.934908651054919
1403636597.004109,266,1403636596,970881223,,5.028320995819749,-1.93697551933674,0.933865962262074
1403636597.0479372,267,1403636597,18881320,,5.021584363141639,-1.93446590853748,0.932443685885314
1403636597.0917885,268,1403636597,70881366,,5.011973758436946,-1.928031201549493,0.930371001105915
1403636597.1889203,269,1403636597,121881246,,4.980813687949313,-1.910916079476121,0.930116092632523
1403636597.2535343,270,1403636597,218881368,,4.94141798275924,-1.88023574331723,0.925670510741855
1403636597.2975793,271,1403636597,267881393,,4.91812637125696,-1.861633162541217,0.923743182354943
1403636597.3413587,272,1403636597,318881273,,4.895094607254002,-1.842399624206787,0.9221921960915
1403636597.3879387,273,1403636597,369881391,,4.871271735495986,-1.822822056823493,0.922147092015956
1403636597.4376423,274,1403636597,419881343,,4.848110288401471,-1.804684669124759,0.923331138006932
1403636597.5468414,275,1403636597,468881368,,4.790975029455594,-1.775209334768278,0.928486999265051
1403636597.5910013,276,1403636597,519881248,,4.765989274486582,-1.75919367903691,0.930199945569148
1403636597.6385155,277,1403636597,567881345,,4.742049103920965,-1.745962676239367,0.931367446468036
1403636597.6967983,278,1403636597,669881343,,4.693046046984453,-1.725084640545802,0.932604371790937
1403636597.7690246,279,1403636597,766881227,,4.658524180107046,-1.719407676855656,0.931412189330114
1403636597.8520453,280,1403636597,817881345,,4.63999410120199,-1.719992751106025,0.930849511897487
1403636597.8946006,281,1403636597,867881298,,4.635567597059798,-1.728417348190335,0.929055403686984
1403636597.9395761,282,1403636597,917881250,,4.634424665318781,-1.73970847448756,0.927895240076392
1403636598.0024042,283,1403636597,967881202,,4.637043665804241,-1.752480219807687,0.927082613331519
1403636598.0458674,284,1403636598,17881393,,4.643676716480205,-1.765969116442594,0.926309973506075
1403636598.0905755,285,1403636598,67881345,,4.652641047505631,-1.778976231733437,0.925651958945035
1403636598.1363862,286,1403636598,116881370,,4.663073284125032,-1.790917195323266,0.924971665779892
1403636598.2534013,287,1403636598,217881202,,4.711548922725384,-1.820294016208976,0.919978072886522
1403636598.2984216,288,1403636598,267881393,,4.727434162530214,-1.828750261692493,0.917777541995419
1403636598.340925,289,1403636598,320881366,,4.743727331058555,-1.835802891993675,0.914486278776909
1403636598.3894491,290,1403636598,369881391,,4.758601896459802,-1.840555483649959,0.909988497742296
1403636598.4377158,291,1403636598,420881271,,4.771729699110831,-1.843816577483938,0.904184690211742
1403636598.5042412,292,1403636598,470881223,,4.781658834456181,-1.844116045097961,0.898220416443639
1403636598.5915904,293,1403636598,520881175,,4.795368763639769,-1.845176282028113,0.89040300109785
1403636598.6388483,294,1403636598,568881273,,4.79807434844657,-1.841339249558921,0.883154192230093
1403636598.6895177,295,1403636598,670881271,,4.793676857641774,-1.827937692904884,0.867991596679456
1403636598.7559872,296,1403636598,719881296,,4.786534435040196,-1.818819553843543,0.861135738246966
1403636598.7987583,297,1403636598,767881393,,4.778327018953767,-1.809591075014098,0.854220613485383
1403636598.8436685,298,1403636598,819881200,,4.76916641221172,-1.799583032935466,0.846219318182567
1403636598.8874724,299,1403636598,866881370,,4.75777840413671,-1.789672713079759,0.838152180819399
1403636599.002935,300,1403636598,967881202,,4.726869875328569,-1.766815840250922,0.81804429338903
1403636599.0469258,301,1403636599,18881320,,4.717503991022954,-1.758073685264717,0.805313279333558
1403636599.090242,302,1403636599,68881273,,4.708734395206124,-1.750419451157471,0.792391219315824
1403636599.1359963,303,1403636599,118881225,,4.699687522100983,-1.743434191332881,0.779586312179417
1403636599.1870472,304,1403636599,166881322,,4.693278757109292,-1.738108944202973,0.767197910564749
1403636599.2541869,305,1403636599,218881368,,4.686244038572498,-1.732211282789846,0.75657401141624
1403636599.3416898,306,1403636599,269881248,,4.67856427678206,-1.725955569954627,0.748016084095312
1403636599.391082,307,1403636599,318881273,,4.676495166646933,-1.722293159284289,0.740199640802261
1403636599.439887,308,1403636599,419881343,,4.67178803165465,-1.717259379548101,0.726501060544136
1403636599.5054502,309,1403636599,469881296,,4.669358577961023,-1.715220057832334,0.720352873921565
1403636599.5879366,310,1403636599,566881179,,4.662863398017446,-1.713145566725014,0.709272962360151
1403636599.6405153,311,1403636599,618881225,,4.658952500981783,-1.712626307249298,0.704190607963708
1403636599.750272,312,1403636599,718881368,,4.650740092704914,-1.710577436322983,0.695979162296911
1403636599.7945764,313,1403636599,768881320,,4.649237223070565,-1.709839565405693,0.691971163565429
1403636599.8381348,314,1403636599,819881200,,4.647716962558024,-1.709095616507144,0.687872842738099
1403636599.88747,315,1403636599,868881225,,4.647693540509033,-1.707862867897164,0.68515001512713
1403636599.939225,316,1403636599,917881250,,4.649805403259563,-1.707338767085394,0.683781785508566
1403636600.049747,317,1403636599,966881275,,4.653769405858773,-1.707624011929938,0.682359315310443
1403636600.0936952,318,1403636600,19881248,,4.655766684227825,-1.707391328102858,0.680953004252346
1403636600.1376235,319,1403636600,68881273,,4.657004835619943,-1.706698856186343,0.680411734241515
1403636600.187233,320,1403636600,167881250,,4.657257321502894,-1.705571369219024,0.679499848143122
1403636600.253448,321,1403636600,217881202,,4.657603168227777,-1.704029311379324,0.678259900465021
1403636600.2968922,322,1403636600,268881320,,4.658801776913364,-1.703557579073693,0.677958067453871
1403636600.3896286,323,1403636600,319881200,,4.658893438364612,-1.703268216584781,0.677877945021466
1403636600.4397311,324,1403636600,367881298,,4.658840963560795,-1.703346965340554,0.677743742286381
1403636600.5064003,325,1403636600,469881296,,4.659816056157749,-1.703485758355184,0.677440969849513
